weights_index,architecture,flop,params,train_time10,train_acc10,valid_acc10,train_time50,train_acc50,valid_acc50,test_acc50,gpu_latency,rasp_latency,fpga_latency,mcu_latency
000-41,"Genotype(normal=[('sep_conv_3x3', 1), ('dil_conv_3x3', 0), ('sep_conv_3x3', 1), ('sep_conv_5x5', 2), ('max_pool_3x3', 3), ('sep_conv_3x3', 0), ('sep_conv_3x3', 1), ('none', 0)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 0), ('skip_connect', 1), ('max_pool_3x3', 1), ('avg_pool_3x3', 2), ('avg_pool_3x3', 1), ('avg_pool_3x3', 3), ('avg_pool_3x3', 3), ('sep_conv_3x3', 0)], reduce_concat=range(2, 6))",578.052288,3.544174,0:22:18,67.736,70.47,1:52:09,83.818,90.62,90.6199974,30.99663858,296.39,488.34,504.5
000-42,"Genotype(normal=[('skip_connect', 1), ('max_pool_3x3', 0), ('sep_conv_5x5', 1), ('dil_conv_5x5', 0), ('dil_conv_5x5', 2), ('avg_pool_3x3', 3), ('max_pool_3x3', 1), ('dil_conv_5x5', 3)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 1), ('avg_pool_3x3', 0), ('avg_pool_3x3', 0), ('dil_conv_3x3', 1), ('skip_connect', 2), ('none', 1), ('sep_conv_3x3', 1), ('sep_conv_3x3', 3)], reduce_concat=range(2, 6))",429.720768,2.595718,0:16:33,77.742,81.65,1:23:10,88.104,92.43,92.42999761,23.97391357,191.59,303.51,503.91
000-43,"Genotype(normal=[('none', 1), ('max_pool_3x3', 0), ('sep_conv_5x5', 1), ('dil_conv_3x3', 0), ('sep_conv_3x3', 2), ('dil_conv_5x5', 3), ('sep_conv_5x5', 3), ('skip_connect', 0)], normal_concat=range(2, 6), reduce=[('skip_connect', 1), ('avg_pool_3x3', 0), ('dil_conv_3x3', 0), ('sep_conv_5x5', 2), ('max_pool_3x3', 1), ('max_pool_3x3', 0), ('skip_connect', 3), ('sep_conv_5x5', 0)], reduce_concat=range(2, 6))",513.687744,3.112174,0:19:37,78.03,84,1:38:31,89.496,93.39,93.38999738,27.97114997,269.99,363.35,541.03
000-44,"Genotype(normal=[('sep_conv_3x3', 1), ('dil_conv_5x5', 0), ('skip_connect', 1), ('dil_conv_3x3', 0), ('sep_conv_3x3', 1), ('skip_connect', 2), ('max_pool_3x3', 2), ('dil_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 0), ('avg_pool_3x3', 1), ('sep_conv_5x5', 2), ('dil_conv_3x3', 1), ('avg_pool_3x3', 0), ('sep_conv_3x3', 3), ('dil_conv_5x5', 1), ('dil_conv_5x5', 3)], reduce_concat=range(2, 6))",463.313088,2.865718,0:16:47,73.35,76.67,1:24:07,86.624,91.67,91.66999764,23.8475841,163.72,442.82,423.9
000-45,"Genotype(normal=[('max_pool_3x3', 0), ('skip_connect', 1), ('dil_conv_3x3', 1), ('dil_conv_5x5', 2), ('dil_conv_3x3', 2), ('avg_pool_3x3', 1), ('skip_connect', 4), ('dil_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('sep_conv_3x3', 0), ('dil_conv_3x3', 1), ('sep_conv_5x5', 1), ('dil_conv_5x5', 2), ('max_pool_3x3', 3), ('dil_conv_5x5', 1), ('max_pool_3x3', 0), ('sep_conv_3x3', 1)], reduce_concat=range(2, 6))",382.885056,2.382526,0:13:46,77.268,81.08,1:09:09,88.186,92.49,92.48999729,20.07374682,200.73,360.26,453.15
000-46,"Genotype(normal=[('skip_connect', 1), ('sep_conv_3x3', 0), ('max_pool_3x3', 1), ('sep_conv_5x5', 0), ('max_pool_3x3', 2), ('dil_conv_3x3', 3), ('dil_conv_5x5', 0), ('dil_conv_5x5', 4)], normal_concat=range(2, 6), reduce=[('sep_conv_3x3', 0), ('none', 1), ('skip_connect', 2), ('skip_connect', 0), ('dil_conv_3x3', 3), ('dil_conv_3x3', 2), ('dil_conv_3x3', 4), ('sep_conv_5x5', 0)], reduce_concat=range(2, 6))",483.689664,2.957734,0:18:17,75.206,79.63,1:31:53,87.27,92.12,92.1199975,26.13289418,213.42,305.42,529.78
000-47,"Genotype(normal=[('avg_pool_3x3', 0), ('max_pool_3x3', 1), ('sep_conv_5x5', 1), ('dil_conv_5x5', 2), ('skip_connect', 1), ('dil_conv_3x3', 3), ('skip_connect', 1), ('dil_conv_5x5', 3)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 0), ('none', 1), ('sep_conv_5x5', 2), ('dil_conv_3x3', 1), ('dil_conv_3x3', 2), ('dil_conv_3x3', 1), ('max_pool_3x3', 2), ('skip_connect', 0)], reduce_concat=range(2, 6))",427.121856,2.60479,0:15:59,75.508,75.74,1:20:13,87.412,91.88,91.87999735,23.06102653,175.32,454.3,442.42
000-48,"Genotype(normal=[('sep_conv_3x3', 0), ('dil_conv_5x5', 1), ('sep_conv_5x5', 0), ('avg_pool_3x3', 1), ('dil_conv_3x3', 2), ('max_pool_3x3', 3), ('avg_pool_3x3', 3), ('max_pool_3x3', 2)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 1), ('max_pool_3x3', 0), ('dil_conv_3x3', 2), ('none', 0), ('sep_conv_3x3', 3), ('sep_conv_3x3', 2), ('dil_conv_5x5', 2), ('avg_pool_3x3', 4)], reduce_concat=range(2, 6))",450.069696,2.759014,0:17:31,71.584,71.83,1:28:03,82.882,90.44,90.43999761,25.07869258,247.09,482.52,435.14
000-49,"Genotype(normal=[('sep_conv_5x5', 0), ('sep_conv_5x5', 1), ('sep_conv_3x3', 1), ('skip_connect', 0), ('dil_conv_5x5', 1), ('dil_conv_5x5', 2), ('skip_connect', 0), ('sep_conv_5x5', 3)], normal_concat=range(2, 6), reduce=[('dil_conv_5x5', 0), ('skip_connect', 1), ('dil_conv_3x3', 2), ('max_pool_3x3', 1), ('dil_conv_5x5', 0), ('dil_conv_3x3', 3), ('max_pool_3x3', 1), ('sep_conv_3x3', 4)], reduce_concat=range(2, 6))",592.208064,3.56599,0:22:30,77.644,81.2,1:52:35,90.804,93.27,93.26999755,31.87015963,158.99,403.89,416.28
000-50,"Genotype(normal=[('dil_conv_3x3', 0), ('dil_conv_3x3', 1), ('skip_connect', 2), ('dil_conv_3x3', 0), ('avg_pool_3x3', 1), ('dil_conv_3x3', 3), ('dil_conv_3x3', 0), ('skip_connect', 4)], normal_concat=range(2, 6), reduce=[('skip_connect', 1), ('sep_conv_5x5', 0), ('sep_conv_3x3', 0), ('sep_conv_5x5', 1), ('skip_connect', 2), ('skip_connect', 0), ('sep_conv_3x3', 1), ('dil_conv_3x3', 4)], reduce_concat=range(2, 6))",411.141312,2.590966,0:14:59,75.546,77.41,1:15:09,87.048,91.72,91.71999763,20.93482876,219.27,319.3,482.5
000-51,"Genotype(normal=[('dil_conv_5x5', 0), ('sep_conv_5x5', 1), ('dil_conv_5x5', 2), ('sep_conv_3x3', 0), ('max_pool_3x3', 3), ('avg_pool_3x3', 0), ('sep_conv_3x3', 0), ('dil_conv_5x5', 3)], normal_concat=range(2, 6), reduce=[('dil_conv_3x3', 1), ('dil_conv_3x3', 0), ('dil_conv_5x5', 1), ('sep_conv_5x5', 2), ('sep_conv_5x5', 0), ('dil_conv_5x5', 3), ('dil_conv_3x3', 0), ('max_pool_3x3', 4)], reduce_concat=range(2, 6))",553.14144,3.385846,0:21:42,72.17,65.64,1:49:14,84.692,91.15,91.14999741,30.12854981,162.3,356.12,530.04
000-52,"Genotype(normal=[('sep_conv_3x3', 0), ('sep_conv_3x3', 1), ('dil_conv_5x5', 0), ('none', 2), ('sep_conv_3x3', 3), ('skip_connect', 2), ('sep_conv_3x3', 1), ('sep_conv_5x5', 4)], normal_concat=range(2, 6), reduce=[('skip_connect', 1), ('skip_connect', 0), ('max_pool_3x3', 0), ('skip_connect', 2), ('dil_conv_3x3', 0), ('sep_conv_3x3', 1), ('sep_conv_5x5', 0), ('dil_conv_3x3', 3)], reduce_concat=range(2, 6))",592.926912,3.65131,0:22:50,71.224,76.38,1:54:25,84.704,91.43,91.42999751,31.30278716,183.92,433.92,426.85
000-53,"Genotype(normal=[('skip_connect', 0), ('dil_conv_3x3', 1), ('max_pool_3x3', 1), ('dil_conv_5x5', 2), ('avg_pool_3x3', 0), ('max_pool_3x3', 3), ('skip_connect', 1), ('skip_connect', 2)], normal_concat=range(2, 6), reduce=[('skip_connect', 0), ('sep_conv_5x5', 1), ('max_pool_3x3', 1), ('dil_conv_3x3', 2), ('avg_pool_3x3', 3), ('avg_pool_3x3', 2), ('dil_conv_3x3', 4), ('sep_conv_5x5', 0)], reduce_concat=range(2, 6))",318.82464,1.964134,0:11:28,76.552,71.13,0:57:34,87.65,91.91,91.90999749,17.18934202,208.37,355.05,419.49
000-54,"Genotype(normal=[('max_pool_3x3', 1), ('none', 0), ('sep_conv_3x3', 2), ('skip_connect', 1), ('skip_connect', 0), ('sep_conv_3x3', 3), ('sep_conv_3x3', 2), ('sep_conv_5x5', 4)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 0), ('dil_conv_5x5', 1), ('skip_connect', 0), ('max_pool_3x3', 1), ('sep_conv_5x5', 0), ('avg_pool_3x3', 1), ('skip_connect', 1), ('skip_connect', 3)], reduce_concat=range(2, 6))",491.431104,3.005902,0:18:44,75.994,81.01,1:34:03,90.618,93.36,93.3599974,26.24848342,268.84,483.47,475.78
000-55,"Genotype(normal=[('dil_conv_5x5', 1), ('none', 0), ('skip_connect', 0), ('max_pool_3x3', 2), ('skip_connect', 1), ('sep_conv_3x3', 3), ('avg_pool_3x3', 3), ('skip_connect', 4)], normal_concat=range(2, 6), reduce=[('skip_connect', 0), ('sep_conv_3x3', 1), ('dil_conv_3x3', 1), ('dil_conv_5x5', 0), ('avg_pool_3x3', 1), ('dil_conv_3x3', 2), ('sep_conv_3x3', 3), ('dil_conv_3x3', 4)], reduce_concat=range(2, 6))",352.41696,2.190286,0:12:37,73.678,75.13,1:03:21,88.376,91.96,91.95999741,18.39960747,270.97,316.04,445.38
000-56,"Genotype(normal=[('avg_pool_3x3', 0), ('dil_conv_5x5', 1), ('avg_pool_3x3', 1), ('sep_conv_5x5', 0), ('sep_conv_5x5', 3), ('avg_pool_3x3', 0), ('skip_connect', 4), ('sep_conv_3x3', 0)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 0), ('sep_conv_5x5', 1), ('max_pool_3x3', 0), ('sep_conv_3x3', 1), ('dil_conv_3x3', 2), ('avg_pool_3x3', 3), ('dil_conv_5x5', 3), ('max_pool_3x3', 4)], reduce_concat=range(2, 6))",485.763264,2.930734,0:19:04,77.626,81.04,1:35:47,87.968,92.56,92.55999749,26.91844172,150.22,323.16,520.73
000-57,"Genotype(normal=[('sep_conv_3x3', 0), ('none', 1), ('max_pool_3x3', 2), ('dil_conv_3x3', 0), ('dil_conv_3x3', 3), ('dil_conv_5x5', 1), ('sep_conv_3x3', 3), ('sep_conv_3x3', 2)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 1), ('none', 0), ('sep_conv_3x3', 2), ('avg_pool_3x3', 0), ('dil_conv_5x5', 1), ('max_pool_3x3', 3), ('avg_pool_3x3', 4), ('dil_conv_5x5', 2)], reduce_concat=range(2, 6))",518.111424,3.197278,0:19:41,71.37,75.11,1:39:13,80.664,89.9,89.89999753,27.22329507,269.4,448.36,447.75
000-58,"Genotype(normal=[('avg_pool_3x3', 0), ('sep_conv_5x5', 1), ('max_pool_3x3', 0), ('dil_conv_5x5', 2), ('sep_conv_3x3', 0), ('sep_conv_3x3', 3), ('skip_connect', 4), ('sep_conv_5x5', 2)], normal_concat=range(2, 6), reduce=[('skip_connect', 1), ('sep_conv_3x3', 0), ('skip_connect', 0), ('dil_conv_5x5', 1), ('dil_conv_5x5', 2), ('sep_conv_5x5', 1), ('max_pool_3x3', 4), ('skip_connect', 1)], reduce_concat=range(2, 6))",551.510208,3.373102,0:21:51,74.518,81.6,1:49:45,86.056,92.12,92.1199975,30.40493751,189.7,313.95,454.4
000-59,"Genotype(normal=[('dil_conv_3x3', 0), ('max_pool_3x3', 1), ('max_pool_3x3', 0), ('none', 2), ('max_pool_3x3', 3), ('sep_conv_5x5', 0), ('dil_conv_5x5', 2), ('max_pool_3x3', 0)], normal_concat=range(2, 6), reduce=[('dil_conv_3x3', 1), ('max_pool_3x3', 0), ('dil_conv_3x3', 0), ('none', 2), ('dil_conv_3x3', 0), ('avg_pool_3x3', 3), ('skip_connect', 2), ('dil_conv_5x5', 4)], reduce_concat=range(2, 6))",378.516672,2.279062,0:14:44,78.76,84.54,1:14:07,87.354,92.61,92.60999762,21.85489688,201.84,445.75,430.25
000-60,"Genotype(normal=[('dil_conv_5x5', 1), ('sep_conv_3x3', 0), ('avg_pool_3x3', 1), ('none', 0), ('dil_conv_5x5', 1), ('dil_conv_3x3', 3), ('sep_conv_3x3', 1), ('dil_conv_5x5', 4)], normal_concat=range(2, 6), reduce=[('dil_conv_5x5', 1), ('avg_pool_3x3', 0), ('dil_conv_3x3', 0), ('dil_conv_3x3', 2), ('max_pool_3x3', 3), ('dil_conv_3x3', 2), ('dil_conv_3x3', 2), ('max_pool_3x3', 0)], reduce_concat=range(2, 6))",497.596608,3.02707,0:19:00,71.168,77.47,1:35:30,84.35,91.05,91.04999738,26.44179797,281.09,472.01,478.24
000-61,"Genotype(normal=[('avg_pool_3x3', 1), ('skip_connect', 0), ('dil_conv_3x3', 0), ('sep_conv_3x3', 2), ('max_pool_3x3', 3), ('sep_conv_5x5', 2), ('sep_conv_3x3', 1), ('skip_connect', 3)], normal_concat=range(2, 6), reduce=[('dil_conv_5x5', 0), ('sep_conv_3x3', 1), ('sep_conv_5x5', 2), ('sep_conv_5x5', 1), ('dil_conv_3x3', 1), ('dil_conv_5x5', 2), ('sep_conv_3x3', 2), ('max_pool_3x3', 1)], reduce_concat=range(2, 6))",482.749632,3.010006,0:18:03,75.72,80.45,1:30:41,88.614,92.93,92.92999731,25.46146731,230.92,429.65,480.37
000-62,"Genotype(normal=[('dil_conv_3x3', 1), ('none', 0), ('avg_pool_3x3', 1), ('sep_conv_3x3', 0), ('max_pool_3x3', 3), ('sep_conv_3x3', 0), ('dil_conv_3x3', 4), ('max_pool_3x3', 3)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 0), ('sep_conv_3x3', 1), ('dil_conv_3x3', 0), ('avg_pool_3x3', 1), ('sep_conv_5x5', 3), ('skip_connect', 1), ('sep_conv_5x5', 1), ('sep_conv_3x3', 4)], reduce_concat=range(2, 6))",437.351616,2.744542,0:16:55,73.208,79.21,1:25:14,84.458,91.43,91.42999736,23.65299306,233.49,340.13,415.43
000-63,"Genotype(normal=[('max_pool_3x3', 1), ('none', 0), ('dil_conv_5x5', 0), ('sep_conv_5x5', 2), ('avg_pool_3x3', 2), ('dil_conv_5x5', 3), ('avg_pool_3x3', 3), ('dil_conv_3x3', 4)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 1), ('dil_conv_5x5', 0), ('skip_connect', 0), ('skip_connect', 2), ('sep_conv_3x3', 2), ('avg_pool_3x3', 1), ('dil_conv_5x5', 1), ('max_pool_3x3', 3)], reduce_concat=range(2, 6))",424.522944,2.576494,0:16:49,68.112,67.84,1:24:52,69.232,87.81,87.80999738,23.83513589,288.62,329.92,477.43
000-64,"Genotype(normal=[('dil_conv_5x5', 1), ('none', 0), ('avg_pool_3x3', 2), ('dil_conv_3x3', 1), ('max_pool_3x3', 2), ('avg_pool_3x3', 0), ('dil_conv_5x5', 1), ('dil_conv_3x3', 0)], normal_concat=range(2, 6), reduce=[('none', 0), ('sep_conv_5x5', 1), ('sep_conv_3x3', 2), ('none', 1), ('sep_conv_3x3', 2), ('dil_conv_5x5', 3), ('dil_conv_3x3', 4), ('max_pool_3x3', 3)], reduce_concat=range(2, 6))",386.00928,2.374966,0:14:46,68.632,71.87,1:14:12,81.018,88.93,88.92999725,20.8385735,264.5,365.97,464.64
000-65,"Genotype(normal=[('skip_connect', 0), ('sep_conv_5x5', 1), ('skip_connect', 0), ('dil_conv_5x5', 1), ('dil_conv_3x3', 3), ('max_pool_3x3', 1), ('sep_conv_5x5', 3), ('max_pool_3x3', 0)], normal_concat=range(2, 6), reduce=[('sep_conv_3x3', 1), ('sep_conv_5x5', 0), ('sep_conv_5x5', 0), ('sep_conv_3x3', 2), ('max_pool_3x3', 3), ('max_pool_3x3', 0), ('sep_conv_5x5', 1), ('dil_conv_3x3', 3)], reduce_concat=range(2, 6))",472.022208,2.902654,0:17:51,78.6,81.54,1:29:41,90.2,93.01,93.00999742,25.57673025,209.43,482.76,488.29
000-66,"Genotype(normal=[('sep_conv_3x3', 0), ('dil_conv_3x3', 1), ('avg_pool_3x3', 2), ('max_pool_3x3', 0), ('skip_connect', 2), ('skip_connect', 0), ('dil_conv_3x3', 2), ('skip_connect', 3)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('sep_conv_3x3', 1), ('dil_conv_3x3', 0), ('avg_pool_3x3', 2), ('max_pool_3x3', 3), ('dil_conv_3x3', 1), ('avg_pool_3x3', 1), ('sep_conv_3x3', 0)], reduce_concat=range(2, 6))",365.936832,2.259622,0:12:59,76.832,81.84,1:05:12,87.35,92.25,92.2499974,19.09711599,279.91,452.85,513.73
000-67,"Genotype(normal=[('sep_conv_5x5', 1), ('max_pool_3x3', 0), ('dil_conv_5x5', 1), ('max_pool_3x3', 0), ('sep_conv_3x3', 2), ('sep_conv_5x5', 3), ('max_pool_3x3', 4), ('max_pool_3x3', 0)], normal_concat=range(2, 6), reduce=[('skip_connect', 1), ('avg_pool_3x3', 0), ('dil_conv_5x5', 1), ('sep_conv_3x3', 0), ('dil_conv_5x5', 2), ('sep_conv_3x3', 1), ('max_pool_3x3', 3), ('max_pool_3x3', 1)], reduce_concat=range(2, 6))",486.896832,2.95363,0:19:34,75.186,80.27,1:38:39,86.188,91.93,91.92999752,28.01060166,161.89,366.75,546.19
000-68,"Genotype(normal=[('skip_connect', 0), ('dil_conv_5x5', 1), ('dil_conv_3x3', 1), ('max_pool_3x3', 2), ('sep_conv_5x5', 3), ('max_pool_3x3', 0), ('avg_pool_3x3', 1), ('avg_pool_3x3', 0)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 1), ('skip_connect', 0), ('max_pool_3x3', 1), ('dil_conv_5x5', 0), ('max_pool_3x3', 2), ('max_pool_3x3', 0), ('sep_conv_3x3', 4), ('sep_conv_5x5', 3)], reduce_concat=range(2, 6))",385.926336,2.340622,0:15:05,78.612,78.71,1:15:31,88.282,92.66,92.65999734,21.79557643,242.13,470.26,520.26
000-69,"Genotype(normal=[('sep_conv_5x5', 1), ('none', 0), ('dil_conv_5x5', 1), ('avg_pool_3x3', 2), ('dil_conv_5x5', 1), ('sep_conv_5x5', 3), ('max_pool_3x3', 2), ('skip_connect', 4)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('dil_conv_3x3', 1), ('dil_conv_3x3', 2), ('avg_pool_3x3', 1), ('sep_conv_3x3', 1), ('sep_conv_5x5', 3), ('max_pool_3x3', 0), ('dil_conv_3x3', 3)], reduce_concat=range(2, 6))",464.80608,2.799838,0:17:47,51.142,54.41,1:29:38,65.976,79.65,79.64999742,25.6710587,247.45,457.81,439.55
000-70,"Genotype(normal=[('sep_conv_3x3', 1), ('sep_conv_5x5', 0), ('skip_connect', 2), ('max_pool_3x3', 1), ('sep_conv_3x3', 3), ('dil_conv_5x5', 1), ('max_pool_3x3', 3), ('avg_pool_3x3', 1)], normal_concat=range(2, 6), reduce=[('dil_conv_5x5', 0), ('sep_conv_5x5', 1), ('avg_pool_3x3', 0), ('sep_conv_5x5', 2), ('dil_conv_5x5', 1), ('skip_connect', 0), ('skip_connect', 1), ('sep_conv_3x3', 4)], reduce_concat=range(2, 6))",485.459136,3.002014,0:19:08,66.968,70.81,1:35:53,82.994,90.18,90.1799976,26.68882341,197.74,361.01,543.49
000-71,"Genotype(normal=[('avg_pool_3x3', 0), ('skip_connect', 1), ('dil_conv_5x5', 0), ('none', 2), ('skip_connect', 0), ('avg_pool_3x3', 1), ('max_pool_3x3', 4), ('dil_conv_5x5', 2)], normal_concat=range(2, 6), reduce=[('none', 0), ('sep_conv_3x3', 1), ('sep_conv_5x5', 2), ('sep_conv_5x5', 0), ('skip_connect', 3), ('dil_conv_5x5', 0), ('sep_conv_3x3', 3), ('dil_conv_5x5', 4)], reduce_concat=range(2, 6))",335.524032,2.08207,0:12:18,77.622,83.03,1:01:48,88.754,92.52,92.51999751,18.06536694,269.65,320.73,532.15
000-72,"Genotype(normal=[('none', 1), ('none', 0), ('avg_pool_3x3', 2), ('dil_conv_5x5', 1), ('dil_conv_3x3', 2), ('sep_conv_3x3', 0), ('skip_connect', 2), ('dil_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('none', 1), ('sep_conv_3x3', 0), ('dil_conv_3x3', 1), ('sep_conv_3x3', 0), ('dil_conv_5x5', 3), ('sep_conv_5x5', 2), ('avg_pool_3x3', 3), ('sep_conv_5x5', 4)], reduce_concat=range(2, 6))",415.288512,2.594206,0:15:13,70.008,76.38,1:16:23,80.012,89.8,89.79999753,21.48963513,229.76,384.95,427.6
000-73,"Genotype(normal=[('dil_conv_3x3', 1), ('none', 0), ('dil_conv_3x3', 1), ('dil_conv_5x5', 2), ('sep_conv_3x3', 1), ('dil_conv_5x5', 3), ('skip_connect', 2), ('dil_conv_3x3', 0)], normal_concat=range(2, 6), reduce=[('dil_conv_3x3', 0), ('dil_conv_3x3', 1), ('avg_pool_3x3', 1), ('skip_connect', 0), ('sep_conv_5x5', 1), ('sep_conv_3x3', 3), ('skip_connect', 3), ('max_pool_3x3', 4)], reduce_concat=range(2, 6))",468.317376,2.881054,0:17:14,67.838,74.98,1:26:46,82.684,89.64,89.63999756,24.17197413,290.19,417.28,407.29
000-74,"Genotype(normal=[('max_pool_3x3', 0), ('avg_pool_3x3', 1), ('sep_conv_5x5', 0), ('max_pool_3x3', 1), ('dil_conv_5x5', 0), ('sep_conv_5x5', 3), ('max_pool_3x3', 2), ('sep_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 1), ('dil_conv_5x5', 0), ('sep_conv_5x5', 0), ('dil_conv_3x3', 2), ('max_pool_3x3', 0), ('sep_conv_3x3', 3), ('max_pool_3x3', 4), ('none', 0)], reduce_concat=range(2, 6))",484.933824,2.930734,0:19:22,77.238,81.69,1:37:26,87.082,92.52,92.51999742,27.67357731,266.76,313.35,466.47
000-75,"Genotype(normal=[('sep_conv_5x5', 0), ('none', 1), ('sep_conv_3x3', 2), ('skip_connect', 0), ('dil_conv_3x3', 1), ('dil_conv_5x5', 3), ('sep_conv_3x3', 4), ('skip_connect', 1)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 0), ('none', 1), ('skip_connect', 2), ('dil_conv_3x3', 0), ('skip_connect', 1), ('sep_conv_3x3', 3), ('dil_conv_3x3', 1), ('sep_conv_3x3', 4)], reduce_concat=range(2, 6))",509.429952,3.141766,0:18:56,75.518,80.17,1:34:48,90.206,93.12,93.11999725,26.31437864,282.17,475.4,422.95
000-76,"Genotype(normal=[('sep_conv_5x5', 0), ('dil_conv_5x5', 1), ('max_pool_3x3', 2), ('skip_connect', 1), ('sep_conv_3x3', 2), ('sep_conv_3x3', 3), ('sep_conv_5x5', 3), ('max_pool_3x3', 1)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 1), ('dil_conv_5x5', 0), ('skip_connect', 2), ('dil_conv_3x3', 0), ('max_pool_3x3', 3), ('sep_conv_3x3', 2), ('sep_conv_5x5', 3), ('none', 2)], reduce_concat=range(2, 6))",542.414016,3.29059,0:21:01,67.478,70.76,1:44:57,83.376,89.69,89.68999751,29.61522951,235.23,380.11,468.27
000-77,"Genotype(normal=[('sep_conv_5x5', 0), ('dil_conv_5x5', 1), ('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('sep_conv_5x5', 3), ('sep_conv_3x3', 0), ('max_pool_3x3', 1), ('max_pool_3x3', 3)], normal_concat=range(2, 6), reduce=[('dil_conv_5x5', 0), ('sep_conv_5x5', 1), ('sep_conv_3x3', 2), ('sep_conv_3x3', 1), ('skip_connect', 0), ('dil_conv_5x5', 1), ('sep_conv_5x5', 1), ('max_pool_3x3', 2)], reduce_concat=range(2, 6))",616.372416,3.80035,0:24:39,71.592,76.48,2:02:50,86.162,91.71,91.71999757,33.74156423,193.67,460.66,438.61
000-78,"Genotype(normal=[('dil_conv_5x5', 1), ('none', 0), ('none', 1), ('none', 0), ('sep_conv_3x3', 3), ('max_pool_3x3', 1), ('dil_conv_3x3', 0), ('skip_connect', 2)], normal_concat=range(2, 6), reduce=[('dil_conv_3x3', 1), ('none', 0), ('skip_connect', 0), ('max_pool_3x3', 2), ('avg_pool_3x3', 0), ('max_pool_3x3', 2), ('none', 1), ('sep_conv_5x5', 3)], reduce_concat=range(2, 6))",366.323904,2.23219,0:13:30,72.888,79.94,1:08:03,80.482,89.49,89.4899973,19.51915016,225.93,321.43,425.26
000-79,"Genotype(normal=[('sep_conv_3x3', 1), ('dil_conv_3x3', 0), ('sep_conv_5x5', 2), ('none', 1), ('dil_conv_5x5', 2), ('dil_conv_5x5', 0), ('sep_conv_3x3', 0), ('skip_connect', 1)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 0), ('sep_conv_3x3', 1), ('dil_conv_5x5', 1), ('skip_connect', 0), ('dil_conv_3x3', 3), ('dil_conv_5x5', 2), ('dil_conv_3x3', 4), ('sep_conv_3x3', 2)], reduce_concat=range(2, 6))",551.454912,3.40939,0:20:42,73.862,79.36,1:43:46,88.312,92.35,92.34999771,28.73560619,176.47,434.29,487.07
000-80,"Genotype(normal=[('skip_connect', 1), ('avg_pool_3x3', 0), ('dil_conv_5x5', 2), ('skip_connect', 1), ('dil_conv_5x5', 0), ('skip_connect', 2), ('dil_conv_3x3', 4), ('avg_pool_3x3', 1)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 1), ('sep_conv_3x3', 0), ('skip_connect', 0), ('none', 2), ('skip_connect', 2), ('avg_pool_3x3', 1), ('avg_pool_3x3', 4), ('dil_conv_5x5', 3)], reduce_concat=range(2, 6))",343.98432,2.072998,0:12:17,76.582,77.97,1:01:45,89.48,92.31,92.30999736,18.02052159,190.53,403.84,458.91
000-81,"Genotype(normal=[('sep_conv_5x5', 0), ('sep_conv_5x5', 1), ('dil_conv_5x5', 0), ('sep_conv_5x5', 2), ('avg_pool_3x3', 1), ('max_pool_3x3', 3), ('avg_pool_3x3', 3), ('max_pool_3x3', 2)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 1), ('none', 0), ('max_pool_3x3', 1), ('sep_conv_5x5', 2), ('sep_conv_3x3', 3), ('skip_connect', 1), ('dil_conv_3x3', 3), ('dil_conv_5x5', 0)], reduce_concat=range(2, 6))",500.472,3.00547,0:20:17,66.846,71.29,1:42:01,80.816,89.18,89.17999731,28.88159904,298.03,312.47,525.33
000-82,"Genotype(normal=[('skip_connect', 1), ('avg_pool_3x3', 0), ('max_pool_3x3', 0), ('max_pool_3x3', 1), ('skip_connect', 0), ('none', 3), ('skip_connect', 0), ('sep_conv_3x3', 4)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 1), ('dil_conv_5x5', 0), ('sep_conv_5x5', 0), ('sep_conv_5x5', 2), ('sep_conv_5x5', 3), ('dil_conv_5x5', 2), ('sep_conv_5x5', 0), ('skip_connect', 3)], reduce_concat=range(2, 6))",331.432128,2.111014,0:11:45,80.642,84.96,0:59:05,91.57,93.89,93.88999774,17.44430966,280.99,486.66,512.78
